Umur,Pendapatan Bulanan (ribu Rupiah),Jarak Tempuh Harian (km),Status Pekerjaan,Preferensi Harga,Preferensi Kecepatan,Preferensi Kapasitas,Ketersediaan Pajak,Ketersediaan Parkir,Ketersediaan Bahan Bakar,Ketersediaan Teknologi,Ketersediaan Perawatan,Ketersediaan Asuransi,Ketersediaan Warna,Ketersediaan Fitur Keselamatan,Ketersediaan Fitur Hiburan,Ketersediaan Aksesori,Ketersediaan Ruang Penumpang,Ketersediaan Ruang Bagasi,Jenis Kendaraan Dipilih
43,14529,22,Wiraswasta,Mahal,Cepat,Sedang,Tidak,Kurang,Listrik,Sedang,Kurang,Ya,Terbatas,Lengkap,Cukup,Kurang,Luas,Luas,Mobil Listrik
32,4246,18,Pegawai Negeri,Murah,Cepat,Sedang,Ya,Cukup,Listrik,Sedang,Kurang,Tidak,Terbatas,Lengkap,Kurang,Lengkap,Luas,Luas,Mobil
47,3208,81,Pegawai Negeri,Mahal,Cepat,Kecil,Tidak,Kurang,Listrik,Tinggi,Cukup,Tidak,Beragam,Kurang,Lengkap,Lengkap,Luas,Sempit,Mobil Listrik
21,12577,48,Pelajar/Mahasiswa,Mahal,Cepat,Besar,Ya,Baik,Listrik,Rendah,Cukup,Tidak,Beragam,Cukup,Lengkap,Lengkap,Luas,Luas,Mobil Listrik
51,22081,63,Tidak Bekerja,Murah,Sedang,Besar,Tidak,Cukup,Bensin,Tinggi,Cukup,Tidak,Beragam,Cukup,Cukup,Cukup,Sempit,Luas,Sepeda
60,16742,22,Tidak Bekerja,Sedang,Lambat,Kecil,Ya,Cukup,Listrik,Rendah,Kurang,Tidak,Beragam,Cukup,Lengkap,Cukup,Sempit,Sempit,Sepeda Motor
38,10742,64,Wiraswasta,Sedang,Sedang,Sedang,Tidak,Kurang,Bensin,Sedang,Cukup,Tidak,Beragam,Cukup,Cukup,Cukup,Cukup,Sempit,Mobil
37,4500,47,Tidak Bekerja,Sedang,Sedang,Sedang,Tidak,Kurang,Solar,Tinggi,Cukup,Tidak,Beragam,Cukup,Lengkap,Kurang,Sempit,Luas,Mobil
26,17569,57,Pelajar/Mahasiswa,Murah,Lambat,Besar,Ya,Kurang,Bensin,Tinggi,Kurang,Ya,Beragam,Kurang,Kurang,Kurang,Cukup,Sempit,Sepeda Motor
57,23413,64,Pensiunan,Sedang,Lambat,Kecil,Ya,Cukup,Gas,Sedang,Cukup,Tidak,Terbatas,Cukup,Lengkap,Cukup,Sempit,Cukup,Mobil
25,22541,90,Pegawai Negeri,Mahal,Lambat,Sedang,Tidak,Cukup,Solar,Tinggi,Cukup,Tidak,Terbatas,Cukup,Kurang,Cukup,Sempit,Luas,Sepeda Motor
34,13334,53,Pelajar/Mahasiswa,Murah,Cepat,Sedang,Ya,Kurang,Bensin,Sedang,Baik,Tidak,Terbatas,Cukup,Lengkap,Lengkap,Sempit,Sempit,Sepeda
25,4555,49,Pelajar/Mahasiswa,Mahal,Sedang,Kecil,Ya,Cukup,Bensin,Rendah,Kurang,Ya,Beragam,Kurang,Kurang,Cukup,Luas,Luas,Mobil Listrik
66,26897,65,Pelajar/Mahasiswa,Mahal,Cepat,Besar,Ya,Baik,Gas,Tinggi,Baik,Tidak,Beragam,Kurang,Lengkap,Cukup,Luas,Luas,Sepeda
59,4106,78,Pegawai Negeri,Sedang,Sedang,Sedang,Ya,Kurang,Bensin,Rendah,Baik,Ya,Terbatas,Lengkap,Lengkap,Cukup,Sempit,Cukup,Sepeda Motor
23,17780,35,Pensiunan,Mahal,Lambat,Besar,Tidak,Baik,Gas,Sedang,Cukup,Ya,Terbatas,Lengkap,Kurang,Cukup,Cukup,Sempit,Sepeda Motor
55,27482,10,Pelajar/Mahasiswa,Murah,Cepat,Sedang,Ya,Kurang,Gas,Rendah,Cukup,Ya,Terbatas,Kurang,Cukup,Cukup,Sempit,Sempit,Mobil
28,20786,48,Wiraswasta,Murah,Lambat,Besar,Ya,Kurang,Gas,Rendah,Kurang,Tidak,Terbatas,Kurang,Cukup,Kurang,Luas,Cukup,Sepeda
54,25198,65,Pegawai Negeri,Murah,Lambat,Kecil,Tidak,Kurang,Bensin,Sedang,Cukup,Ya,Beragam,Kurang,Cukup,Lengkap,Cukup,Luas,Sepeda
34,28604,76,Pelajar/Mahasiswa,Sedang,Lambat,Kecil,Ya,Cukup,Listrik,Rendah,Cukup,Ya,Beragam,Lengkap,Lengkap,Cukup,Luas,Sempit,Sepeda
23,28504,87,Tidak Bekerja,Mahal,Sedang,Besar,Tidak,Cukup,Gas,Rendah,Cukup,Ya,Beragam,Cukup,Kurang,Lengkap,Cukup,Sempit,Mobil Listrik
23,8596,18,Wiraswasta,Sedang,Sedang,Besar,Ya,Cukup,Bensin,Tinggi,Kurang,Ya,Beragam,Kurang,Cukup,Kurang,Sempit,Cukup,Mobil
36,24566,55,Tidak Bekerja,Sedang,Sedang,Kecil,Tidak,Baik,Solar,Rendah,Cukup,Tidak,Terbatas,Cukup,Kurang,Cukup,Cukup,Sempit,Mobil
20,2959,28,Pegawai Negeri,Murah,Cepat,Sedang,Tidak,Kurang,Listrik,Tinggi,Kurang,Tidak,Terbatas,Cukup,Kurang,Kurang,Luas,Sempit,Mobil
22,20632,62,Pelajar/Mahasiswa,Mahal,Sedang,Sedang,Tidak,Kurang,Listrik,Rendah,Baik,Ya,Beragam,Lengkap,Lengkap,Kurang,Sempit,Cukup,Mobil Listrik
59,24887,33,Wiraswasta,Mahal,Sedang,Kecil,Ya,Kurang,Bensin,Sedang,Cukup,Tidak,Beragam,Lengkap,Kurang,Lengkap,Cukup,Luas,Mobil
25,3269,40,Pensiunan,Sedang,Lambat,Sedang,Ya,Kurang,Gas,Rendah,Baik,Tidak,Terbatas,Kurang,Lengkap,Kurang,Cukup,Luas,Sepeda
28,14800,11,Pensiunan,Sedang,Sedang,Kecil,Ya,Baik,Listrik,Tinggi,Cukup,Ya,Terbatas,Cukup,Lengkap,Lengkap,Cukup,Cukup,Sepeda Motor
25,4323,64,Pelajar/Mahasiswa,Mahal,Sedang,Besar,Tidak,Kurang,Solar,Rendah,Kurang,Tidak,Beragam,Kurang,Cukup,Kurang,Cukup,Luas,Sepeda Motor
45,23312,43,Tidak Bekerja,Murah,Sedang,Sedang,Tidak,Kurang,Bensin,Sedang,Cukup,Tidak,Beragam,Kurang,Cukup,Cukup,Sempit,Cukup,Sepeda
65,29424,39,Pensiunan,Murah,Lambat,Besar,Ya,Kurang,Listrik,Tinggi,Baik,Ya,Beragam,Cukup,Lengkap,Kurang,Luas,Cukup,Mobil
54,23206,68,Pegawai Negeri,Mahal,Sedang,Besar,Ya,Kurang,Solar,Rendah,Baik,Ya,Terbatas,Kurang,Cukup,Cukup,Luas,Cukup,Sepeda
36,23022,51,Pelajar/Mahasiswa,Mahal,Lambat,Besar,Tidak,Kurang,Gas,Rendah,Cukup,Ya,Beragam,Lengkap,Cukup,Cukup,Cukup,Sempit,Mobil
62,8919,30,Tidak Bekerja,Murah,Cepat,Sedang,Tidak,Baik,Bensin,Rendah,Kurang,Tidak,Terbatas,Kurang,Cukup,Kurang,Luas,Cukup,Mobil
65,11250,6,Pelajar/Mahasiswa,Murah,Lambat,Kecil,Ya,Kurang,Solar,Sedang,Kurang,Tidak,Beragam,Lengkap,Lengkap,Lengkap,Luas,Sempit,Sepeda
37,2019,69,Wiraswasta,Sedang,Lambat,Besar,Tidak,Baik,Solar,Sedang,Baik,Ya,Beragam,Lengkap,Lengkap,Lengkap,Cukup,Cukup,Mobil Listrik
63,21999,39,Pelajar/Mahasiswa,Mahal,Lambat,Kecil,Ya,Baik,Gas,Rendah,Kurang,Ya,Terbatas,Lengkap,Lengkap,Lengkap,Cukup,Sempit,Mobil Listrik
43,23523,33,Pegawai Negeri,Sedang,Lambat,Sedang,Tidak,Cukup,Solar,Tinggi,Kurang,Tidak,Terbatas,Kurang,Kurang,Cukup,Cukup,Luas,Mobil Listrik
18,5914,68,Pelajar/Mahasiswa,Mahal,Sedang,Besar,Tidak,Cukup,Listrik,Sedang,Kurang,Tidak,Terbatas,Lengkap,Cukup,Kurang,Luas,Sempit,Mobil Listrik
62,4658,59,Tidak Bekerja,Mahal,Lambat,Sedang,Ya,Kurang,Listrik,Rendah,Cukup,Tidak,Terbatas,Kurang,Kurang,Kurang,Sempit,Sempit,Mobil Listrik
37,2905,33,Wiraswasta,Murah,Cepat,Besar,Ya,Baik,Listrik,Rendah,Baik,Ya,Terbatas,Cukup,Lengkap,Cukup,Cukup,Sempit,Mobil Listrik
41,23093,63,Pelajar/Mahasiswa,Mahal,Lambat,Sedang,Tidak,Baik,Listrik,Sedang,Baik,Ya,Terbatas,Cukup,Kurang,Lengkap,Luas,Sempit,Mobil Listrik
54,19449,53,Pensiunan,Sedang,Sedang,Besar,Ya,Cukup,Listrik,Rendah,Cukup,Tidak,Beragam,Kurang,Cukup,Lengkap,Luas,Sempit,Mobil Listrik
57,22223,59,Pensiunan,Sedang,Cepat,Besar,Ya,Cukup,Listrik,Sedang,Cukup,Tidak,Terbatas,Kurang,Cukup,Kurang,Sempit,Luas,Mobil Listrik
22,18008,19,Pensiunan,Murah,Lambat,Kecil,Ya,Kurang,Gas,Tinggi,Baik,Tidak,Terbatas,Cukup,Kurang,Kurang,Sempit,Luas,Sepeda
33,22596,80,Wiraswasta,Murah,Cepat,Sedang,Tidak,Kurang,Gas,Tinggi,Baik,Tidak,Terbatas,Kurang,Kurang,Cukup,Luas,Cukup,Sepeda
54,22362,70,Pegawai Negeri,Sedang,Sedang,Besar,Tidak,Kurang,Solar,Rendah,Baik,Ya,Terbatas,Cukup,Lengkap,Cukup,Cukup,Sempit,Sepeda Motor
18,12072,58,Wiraswasta,Sedang,Sedang,Besar,Tidak,Baik,Listrik,Tinggi,Kurang,Ya,Terbatas,Cukup,Lengkap,Kurang,Cukup,Sempit,Sepeda Motor
31,29402,97,Pelajar/Mahasiswa,Murah,Sedang,Kecil,Ya,Kurang,Solar,Sedang,Kurang,Tidak,Terbatas,Kurang,Lengkap,Cukup,Luas,Luas,Sepeda
65,23009,87,Pensiunan,Sedang,Sedang,Kecil,Ya,Kurang,Bensin,Sedang,Kurang,Ya,Beragam,Lengkap,Lengkap,Kurang,Sempit,Cukup,Mobil Listrik
60,19973,94,Pensiunan,Sedang,Lambat,Kecil,Ya,Kurang,Listrik,Rendah,Kurang,Ya,Terbatas,Lengkap,Cukup,Kurang,Luas,Luas,Mobil
29,20227,18,Pegawai Negeri,Murah,Sedang,Kecil,Ya,Kurang,Listrik,Rendah,Cukup,Tidak,Terbatas,Lengkap,Kurang,Lengkap,Luas,Luas,Mobil
45,26746,85,Pelajar/Mahasiswa,Sedang,Sedang,Sedang,Tidak,Kurang,Gas,Rendah,Kurang,Ya,Terbatas,Lengkap,Lengkap,Kurang,Luas,Luas,Mobil
53,18116,59,Wiraswasta,Murah,Lambat,Sedang,Tidak,Baik,Solar,Sedang,Baik,Tidak,Terbatas,Lengkap,Cukup,Cukup,Sempit,Sempit,Sepeda Motor
51,14182,49,Wiraswasta,Murah,Lambat,Sedang,Tidak,Cukup,Gas,Sedang,Cukup,Ya,Terbatas,Cukup,Kurang,Lengkap,Cukup,Cukup,Mobil
39,4290,30,Pensiunan,Murah,Lambat,Sedang,Tidak,Cukup,Bensin,Tinggi,Baik,Tidak,Beragam,Cukup,Lengkap,Kurang,Sempit,Sempit,Sepeda
33,29486,91,Pelajar/Mahasiswa,Murah,Sedang,Kecil,Tidak,Kurang,Bensin,Rendah,Baik,Ya,Beragam,Lengkap,Cukup,Lengkap,Cukup,Cukup,Sepeda
60,28854,42,Pensiunan,Mahal,Cepat,Besar,Tidak,Cukup,Gas,Rendah,Kurang,Ya,Terbatas,Kurang,Kurang,Lengkap,Cukup,Luas,Sepeda
22,20257,83,Pegawai Negeri,Mahal,Cepat,Sedang,Ya,Cukup,Solar,Tinggi,Baik,Ya,Terbatas,Cukup,Lengkap,Kurang,Luas,Luas,Sepeda Motor
50,23927,26,Wiraswasta,Murah,Cepat,Kecil,Tidak,Cukup,Gas,Rendah,Baik,Tidak,Beragam,Kurang,Lengkap,Lengkap,Cukup,Sempit,Mobil
46,23998,64,Tidak Bekerja,Mahal,Lambat,Kecil,Ya,Cukup,Bensin,Rendah,Kurang,Tidak,Terbatas,Kurang,Cukup,Cukup,Luas,Cukup,Mobil
53,28713,39,Tidak Bekerja,Mahal,Cepat,Besar,Tidak,Cukup,Listrik,Sedang,Kurang,Tidak,Terbatas,Cukup,Kurang,Kurang,Luas,Cukup,Mobil Listrik
20,8580,59,Pelajar/Mahasiswa,Murah,Cepat,Sedang,Ya,Baik,Bensin,Sedang,Kurang,Tidak,Beragam,Kurang,Kurang,Kurang,Luas,Cukup,Mobil Listrik
42,3932,15,Pensiunan,Mahal,Lambat,Besar,Tidak,Baik,Listrik,Sedang,Kurang,Tidak,Beragam,Cukup,Lengkap,Cukup,Sempit,Sempit,Mobil Listrik
49,10962,14,Tidak Bekerja,Mahal,Cepat,Kecil,Tidak,Baik,Gas,Sedang,Kurang,Ya,Terbatas,Lengkap,Cukup,Kurang,Luas,Cukup,Mobil
32,4961,45,Pensiunan,Sedang,Lambat,Sedang,Tidak,Baik,Bensin,Tinggi,Cukup,Ya,Terbatas,Lengkap,Kurang,Cukup,Sempit,Luas,Sepeda
62,17814,81,Pensiunan,Mahal,Cepat,Besar,Ya,Kurang,Solar,Rendah,Kurang,Ya,Terbatas,Lengkap,Lengkap,Lengkap,Cukup,Sempit,Sepeda Motor
57,24536,90,Pegawai Negeri,Mahal,Sedang,Sedang,Tidak,Baik,Gas,Tinggi,Baik,Tidak,Terbatas,Lengkap,Kurang,Kurang,Cukup,Luas,Mobil Listrik
58,15147,93,Pegawai Negeri,Murah,Cepat,Sedang,Ya,Kurang,Bensin,Tinggi,Cukup,Tidak,Beragam,Kurang,Lengkap,Lengkap,Sempit,Luas,Mobil
25,7091,91,Wiraswasta,Sedang,Sedang,Kecil,Ya,Cukup,Solar,Rendah,Baik,Tidak,Beragam,Cukup,Lengkap,Lengkap,Sempit,Sempit,Sepeda Motor
66,27215,55,Tidak Bekerja,Murah,Cepat,Kecil,Tidak,Baik,Bensin,Tinggi,Baik,Tidak,Beragam,Cukup,Kurang,Cukup,Cukup,Cukup,Sepeda Motor
49,6899,32,Pelajar/Mahasiswa,Mahal,Lambat,Sedang,Tidak,Baik,Bensin,Rendah,Cukup,Ya,Beragam,Lengkap,Kurang,Cukup,Luas,Cukup,Sepeda Motor
30,8559,84,Pegawai Negeri,Sedang,Lambat,Kecil,Tidak,Baik,Gas,Sedang,Kurang,Ya,Terbatas,Cukup,Kurang,Cukup,Cukup,Cukup,Mobil
68,13193,12,Pensiunan,Sedang,Lambat,Kecil,Ya,Kurang,Gas,Tinggi,Cukup,Tidak,Terbatas,Lengkap,Cukup,Cukup,Cukup,Luas,Mobil
25,10380,81,Tidak Bekerja,Mahal,Lambat,Besar,Ya,Kurang,Bensin,Tinggi,Kurang,Ya,Beragam,Kurang,Kurang,Kurang,Sempit,Luas,Mobil
35,22145,92,Tidak Bekerja,Murah,Cepat,Kecil,Ya,Baik,Bensin,Rendah,Kurang,Tidak,Terbatas,Kurang,Kurang,Cukup,Cukup,Luas,Mobil
20,10938,53,Wiraswasta,Mahal,Lambat,Besar,Ya,Baik,Gas,Rendah,Cukup,Ya,Terbatas,Lengkap,Lengkap,Cukup,Luas,Cukup,Sepeda Motor
68,22484,8,Tidak Bekerja,Murah,Sedang,Besar,Ya,Kurang,Listrik,Sedang,Cukup,Ya,Beragam,Cukup,Cukup,Lengkap,Sempit,Sempit,Sepeda Motor
42,4617,25,Tidak Bekerja,Murah,Cepat,Sedang,Tidak,Cukup,Bensin,Sedang,Kurang,Ya,Terbatas,Cukup,Kurang,Lengkap,Cukup,Sempit,Mobil Listrik
53,23928,25,Wiraswasta,Murah,Sedang,Kecil,Tidak,Baik,Solar,Tinggi,Baik,Tidak,Terbatas,Cukup,Kurang,Cukup,Luas,Cukup,Mobil
63,11000,42,Pensiunan,Murah,Sedang,Sedang,Ya,Kurang,Solar,Tinggi,Baik,Ya,Terbatas,Lengkap,Kurang,Lengkap,Luas,Sempit,Mobil
69,6589,6,Pensiunan,Mahal,Sedang,Sedang,Tidak,Kurang,Gas,Rendah,Cukup,Tidak,Beragam,Kurang,Lengkap,Cukup,Luas,Sempit,Mobil
36,5112,27,Tidak Bekerja,Sedang,Cepat,Kecil,Tidak,Kurang,Gas,Tinggi,Kurang,Tidak,Terbatas,Lengkap,Lengkap,Cukup,Sempit,Sempit,Sepeda Motor
46,6510,52,Pelajar/Mahasiswa,Mahal,Sedang,Sedang,Ya,Cukup,Bensin,Rendah,Cukup,Ya,Terbatas,Cukup,Lengkap,Cukup,Cukup,Sempit,Sepeda Motor
52,10348,70,Wiraswasta,Murah,Sedang,Sedang,Ya,Baik,Listrik,Sedang,Kurang,Ya,Beragam,Lengkap,Cukup,Cukup,Cukup,Luas,Sepeda
36,22724,67,Wiraswasta,Sedang,Cepat,Besar,Ya,Baik,Solar,Tinggi,Baik,Ya,Beragam,Cukup,Cukup,Cukup,Cukup,Cukup,Sepeda Motor
19,11729,18,Pensiunan,Sedang,Lambat,Kecil,Tidak,Cukup,Gas,Rendah,Cukup,Tidak,Beragam,Kurang,Kurang,Kurang,Cukup,Cukup,Mobil
27,14679,37,Wiraswasta,Sedang,Cepat,Sedang,Tidak,Kurang,Gas,Sedang,Cukup,Tidak,Beragam,Kurang,Lengkap,Kurang,Cukup,Cukup,Mobil Listrik
60,25775,5,Pegawai Negeri,Mahal,Sedang,Besar,Tidak,Cukup,Gas,Tinggi,Baik,Tidak,Terbatas,Cukup,Kurang,Kurang,Cukup,Luas,Mobil Listrik
32,28005,30,Pensiunan,Murah,Cepat,Besar,Ya,Cukup,Solar,Sedang,Kurang,Ya,Terbatas,Lengkap,Lengkap,Kurang,Luas,Sempit,Mobil Listrik
31,28851,25,Pensiunan,Mahal,Sedang,Sedang,Ya,Kurang,Solar,Sedang,Kurang,Tidak,Beragam,Kurang,Kurang,Kurang,Sempit,Sempit,Mobil
20,16807,86,Pelajar/Mahasiswa,Murah,Cepat,Kecil,Tidak,Cukup,Gas,Rendah,Baik,Tidak,Terbatas,Lengkap,Cukup,Lengkap,Luas,Sempit,Sepeda
36,5462,40,Tidak Bekerja,Murah,Sedang,Sedang,Tidak,Baik,Listrik,Sedang,Baik,Tidak,Terbatas,Lengkap,Cukup,Cukup,Luas,Cukup,Sepeda
43,13631,40,Pegawai Negeri,Mahal,Cepat,Sedang,Ya,Kurang,Solar,Sedang,Kurang,Ya,Terbatas,Cukup,Lengkap,Lengkap,Cukup,Sempit,Sepeda Motor
30,4430,35,Wiraswasta,Sedang,Lambat,Sedang,Tidak,Kurang,Gas,Rendah,Cukup,Ya,Beragam,Cukup,Lengkap,Lengkap,Luas,Sempit,Mobil
36,18865,90,Pelajar/Mahasiswa,Sedang,Lambat,Besar,Tidak,Baik,Bensin,Rendah,Cukup,Tidak,Beragam,Kurang,Cukup,Kurang,Luas,Luas,Sepeda Motor
28,21304,24,Pelajar/Mahasiswa,Sedang,Sedang,Sedang,Tidak,Cukup,Bensin,Sedang,Baik,Ya,Beragam,Cukup,Cukup,Lengkap,Cukup,Cukup,Mobil
49,12692,75,Wiraswasta,Murah,Sedang,Kecil,Tidak,Cukup,Gas,Tinggi,Baik,Tidak,Terbatas,Lengkap,Cukup,Lengkap,Cukup,Sempit,Mobil
23,17809,64,Pegawai Negeri,Murah,Sedang,Kecil,Ya,Kurang,Gas,Rendah,Kurang,Tidak,Terbatas,Kurang,Kurang,Lengkap,Sempit,Cukup,Sepeda Motor
18,23598,75,Wiraswasta,Mahal,Sedang,Besar,Tidak,Cukup,Gas,Tinggi,Cukup,Tidak,Beragam,Cukup,Lengkap,Cukup,Luas,Sempit,Sepeda Motor
56,11034,97,Pegawai Negeri,Sedang,Lambat,Sedang,Tidak,Baik,Gas,Sedang,Kurang,Tidak,Beragam,Cukup,Cukup,Cukup,Sempit,Cukup,Sepeda Motor
59,13094,34,Pegawai Negeri,Murah,Cepat,Besar,Tidak,Baik,Bensin,Sedang,Kurang,Ya,Terbatas,Kurang,Lengkap,Kurang,Cukup,Sempit,Mobil
37,5896,18,Tidak Bekerja,Murah,Lambat,Kecil,Ya,Cukup,Solar,Rendah,Baik,Ya,Beragam,Lengkap,Kurang,Lengkap,Cukup,Sempit,Sepeda
25,27964,66,Tidak Bekerja,Sedang,Cepat,Besar,Tidak,Baik,Solar,Sedang,Baik,Tidak,Beragam,Cukup,Cukup,Cukup,Cukup,Sempit,Sepeda Motor
18,14019,6,Wiraswasta,Mahal,Lambat,Sedang,Tidak,Baik,Solar,Rendah,Baik,Tidak,Terbatas,Cukup,Kurang,Kurang,Sempit,Sempit,Mobil Listrik
34,8781,88,Pensiunan,Sedang,Sedang,Besar,Ya,Kurang,Gas,Sedang,Cukup,Ya,Beragam,Kurang,Kurang,Kurang,Sempit,Sempit,Mobil Listrik
58,25124,58,Wiraswasta,Sedang,Sedang,Kecil,Ya,Cukup,Gas,Rendah,Kurang,Tidak,Beragam,Cukup,Lengkap,Cukup,Cukup,Sempit,Sepeda Motor
62,22232,91,Wiraswasta,Mahal,Lambat,Sedang,Tidak,Kurang,Gas,Sedang,Kurang,Tidak,Beragam,Kurang,Kurang,Cukup,Cukup,Cukup,Mobil Listrik
58,29294,93,Pegawai Negeri,Murah,Lambat,Kecil,Ya,Kurang,Listrik,Tinggi,Kurang,Tidak,Terbatas,Cukup,Cukup,Cukup,Luas,Sempit,Sepeda
34,20106,78,Pensiunan,Mahal,Lambat,Besar,Tidak,Cukup,Listrik,Tinggi,Kurang,Tidak,Terbatas,Lengkap,Lengkap,Cukup,Luas,Cukup,Mobil Listrik
61,5437,6,Pegawai Negeri,Murah,Cepat,Besar,Tidak,Cukup,Gas,Sedang,Baik,Tidak,Terbatas,Lengkap,Cukup,Lengkap,Cukup,Luas,Sepeda Motor
49,26599,60,Pensiunan,Mahal,Sedang,Sedang,Ya,Cukup,Solar,Tinggi,Baik,Tidak,Beragam,Kurang,Cukup,Cukup,Luas,Sempit,Mobil Listrik
67,11065,15,Pegawai Negeri,Sedang,Lambat,Kecil,Tidak,Cukup,Solar,Sedang,Baik,Tidak,Beragam,Cukup,Kurang,Cukup,Cukup,Sempit,Sepeda Motor
61,25176,75,Tidak Bekerja,Murah,Cepat,Besar,Ya,Kurang,Bensin,Tinggi,Baik,Tidak,Terbatas,Lengkap,Cukup,Kurang,Cukup,Luas,Sepeda Motor
31,25682,76,Wiraswasta,Sedang,Cepat,Kecil,Tidak,Kurang,Gas,Sedang,Baik,Tidak,Beragam,Cukup,Kurang,Cukup,Sempit,Sempit,Sepeda
38,14426,36,Pensiunan,Sedang,Lambat,Kecil,Tidak,Baik,Bensin,Rendah,Cukup,Ya,Terbatas,Lengkap,Lengkap,Cukup,Cukup,Cukup,Sepeda Motor
57,27768,81,Pegawai Negeri,Sedang,Cepat,Sedang,Tidak,Cukup,Gas,Tinggi,Kurang,Tidak,Terbatas,Cukup,Lengkap,Lengkap,Cukup,Sempit,Mobil Listrik
39,18942,34,Pelajar/Mahasiswa,Murah,Lambat,Sedang,Ya,Cukup,Bensin,Rendah,Baik,Tidak,Beragam,Kurang,Lengkap,Lengkap,Luas,Sempit,Mobil
65,16073,18,Tidak Bekerja,Sedang,Cepat,Kecil,Tidak,Cukup,Bensin,Tinggi,Kurang,Ya,Beragam,Cukup,Lengkap,Lengkap,Cukup,Luas,Sepeda Motor
20,26395,45,Pelajar/Mahasiswa,Murah,Sedang,Besar,Ya,Cukup,Solar,Tinggi,Kurang,Ya,Beragam,Cukup,Lengkap,Kurang,Sempit,Cukup,Sepeda Motor
18,13315,57,Pegawai Negeri,Sedang,Sedang,Kecil,Tidak,Baik,Solar,Tinggi,Cukup,Tidak,Terbatas,Lengkap,Lengkap,Cukup,Luas,Luas,Sepeda Motor
54,8501,36,Tidak Bekerja,Mahal,Sedang,Besar,Tidak,Kurang,Solar,Tinggi,Cukup,Tidak,Terbatas,Cukup,Kurang,Kurang,Luas,Cukup,Mobil
46,28665,37,Pegawai Negeri,Sedang,Cepat,Sedang,Ya,Baik,Bensin,Rendah,Cukup,Ya,Terbatas,Cukup,Kurang,Lengkap,Luas,Luas,Mobil Listrik
59,29642,89,Tidak Bekerja,Mahal,Cepat,Kecil,Ya,Kurang,Bensin,Rendah,Kurang,Ya,Terbatas,Cukup,Kurang,Lengkap,Luas,Sempit,Sepeda Motor
48,18792,29,Tidak Bekerja,Sedang,Cepat,Sedang,Tidak,Cukup,Bensin,Sedang,Kurang,Ya,Terbatas,Kurang,Lengkap,Kurang,Cukup,Sempit,Sepeda Motor
30,29889,21,Pensiunan,Sedang,Cepat,Sedang,Tidak,Baik,Gas,Sedang,Baik,Ya,Terbatas,Kurang,Lengkap,Lengkap,Luas,Sempit,Sepeda
56,8906,64,Pelajar/Mahasiswa,Sedang,Lambat,Besar,Tidak,Baik,Listrik,Sedang,Baik,Ya,Beragam,Cukup,Kurang,Kurang,Sempit,Cukup,Mobil
53,3406,90,Tidak Bekerja,Mahal,Cepat,Kecil,Tidak,Kurang,Gas,Rendah,Cukup,Tidak,Beragam,Lengkap,Cukup,Lengkap,Cukup,Sempit,Mobil Listrik
69,7258,74,Wiraswasta,Sedang,Cepat,Kecil,Tidak,Kurang,Solar,Tinggi,Cukup,Ya,Beragam,Lengkap,Lengkap,Lengkap,Sempit,Sempit,Sepeda Motor
25,17735,19,Pegawai Negeri,Murah,Lambat,Besar,Tidak,Cukup,Gas,Sedang,Kurang,Ya,Terbatas,Kurang,Lengkap,Kurang,Cukup,Cukup,Sepeda
33,15221,83,Pelajar/Mahasiswa,Murah,Sedang,Besar,Tidak,Baik,Gas,Tinggi,Cukup,Tidak,Terbatas,Lengkap,Kurang,Cukup,Luas,Cukup,Sepeda
24,22021,88,Tidak Bekerja,Murah,Sedang,Kecil,Tidak,Kurang,Solar,Rendah,Cukup,Tidak,Beragam,Kurang,Cukup,Lengkap,Sempit,Sempit,Mobil
30,21497,57,Pegawai Negeri,Mahal,Lambat,Besar,Ya,Cukup,Gas,Sedang,Baik,Tidak,Beragam,Lengkap,Lengkap,Lengkap,Luas,Cukup,Mobil
47,4033,43,Wiraswasta,Mahal,Lambat,Besar,Ya,Cukup,Solar,Tinggi,Kurang,Tidak,Beragam,Cukup,Cukup,Kurang,Luas,Cukup,Sepeda
39,25710,25,Pensiunan,Mahal,Cepat,Sedang,Tidak,Cukup,Listrik,Sedang,Cukup,Ya,Beragam,Kurang,Cukup,Cukup,Sempit,Luas,Mobil Listrik
69,14990,46,Tidak Bekerja,Sedang,Lambat,Sedang,Tidak,Cukup,Solar,Tinggi,Kurang,Ya,Beragam,Lengkap,Lengkap,Cukup,Cukup,Sempit,Mobil Listrik
69,23095,98,Tidak Bekerja,Murah,Cepat,Kecil,Tidak,Kurang,Solar,Tinggi,Kurang,Ya,Terbatas,Kurang,Cukup,Cukup,Sempit,Cukup,Sepeda
59,22706,35,Pensiunan,Murah,Sedang,Kecil,Tidak,Baik,Bensin,Sedang,Cukup,Ya,Beragam,Lengkap,Kurang,Lengkap,Luas,Sempit,Mobil Listrik
54,14547,43,Pensiunan,Sedang,Cepat,Besar,Ya,Kurang,Gas,Tinggi,Kurang,Ya,Beragam,Kurang,Cukup,Lengkap,Sempit,Sempit,Sepeda
24,7316,43,Tidak Bekerja,Mahal,Lambat,Kecil,Tidak,Cukup,Solar,Sedang,Cukup,Ya,Beragam,Lengkap,Lengkap,Cukup,Luas,Cukup,Mobil
