Nilai Ujian,Kehadiran (%),Aktivitas Ekstrakurikuler,Preferensi Lokasi,Transportasi,Rata-rata Nilai Raport,Prestasi Akademik,Keterlibatan Orang Tua,Jarak Rumah (km),Ketersediaan Fasilitas Olahraga,Ketersediaan Fasilitas Laboratorium,Ketersediaan Fasilitas Perpustakaan,Ketersediaan Fasilitas Seni,Ketersediaan Fasilitas Komputer,Ketersediaan Fasilitas Wi-Fi,Ketersediaan Fasilitas Kesehatan,Ketersediaan Fasilitas Kafetaria,Lingkungan Sekitar,Ketersediaan Beasiswa,Sekolah Dipilih
59,91,Tinggi,Jauh dari Rumah,Mobil,66,Tinggi,Sedang,8,Sedang,Baik,Kurang,Kurang,Sedang,Tidak Ada,Ada,Ada,Nyaman,Ya,B
69,91,Sedang,Tidak Peduli,Mobil,81,Rendah,Rendah,18,Baik,Kurang,Kurang,Baik,Baik,Tidak Ada,Ada,Tidak Ada,Tenang,Tidak,B
96,82,Rendah,Tidak Peduli,Bus,77,Sedang,Sedang,17,Baik,Kurang,Sedang,Sedang,Kurang,Ada,Ada,Tidak Ada,Nyaman,Ya,C
75,70,Sedang,Tidak Peduli,Sepeda,76,Rendah,Sedang,12,Baik,Baik,Kurang,Sedang,Sedang,Tidak Ada,Ada,Ada,Nyaman,Ya,B
96,71,Rendah,Jauh dari Rumah,Bus,75,Sedang,Rendah,6,Baik,Kurang,Baik,Sedang,Sedang,Tidak Ada,Ada,Ada,Nyaman,Tidak,C
69,92,Sedang,Jauh dari Rumah,Bus,61,Sedang,Sedang,12,Kurang,Sedang,Baik,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Ramai,Tidak,C
50,96,Tinggi,Tidak Peduli,Bus,84,Sedang,Rendah,11,Baik,Baik,Kurang,Baik,Kurang,Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,A
78,71,Sedang,Tidak Peduli,Sepeda,92,Sedang,Sedang,17,Sedang,Sedang,Kurang,Baik,Sedang,Ada,Tidak Ada,Ada,Nyaman,Ya,B
76,95,Sedang,Tidak Peduli,Sepeda,84,Tinggi,Tinggi,11,Baik,Sedang,Kurang,Sedang,Kurang,Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,A
57,92,Sedang,Dekat Rumah,Mobil,71,Tinggi,Rendah,12,Baik,Kurang,Sedang,Baik,Kurang,Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,B
87,70,Rendah,Tidak Peduli,Sepeda,76,Rendah,Rendah,6,Kurang,Kurang,Sedang,Sedang,Sedang,Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,C
77,81,Sedang,Dekat Rumah,Sepeda,82,Tinggi,Sedang,13,Kurang,Baik,Sedang,Baik,Kurang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,B
68,80,Sedang,Tidak Peduli,Sepeda,88,Sedang,Tinggi,11,Baik,Kurang,Kurang,Kurang,Baik,Ada,Ada,Tidak Ada,Ramai,Tidak,B
79,93,Sedang,Dekat Rumah,Sepeda,77,Rendah,Sedang,5,Sedang,Sedang,Sedang,Sedang,Sedang,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,B
89,81,Sedang,Tidak Peduli,Mobil,71,Sedang,Sedang,8,Sedang,Sedang,Baik,Sedang,Sedang,Ada,Ada,Ada,Ramai,Ya,C
58,93,Rendah,Dekat Rumah,Bus,83,Tinggi,Sedang,5,Baik,Kurang,Baik,Baik,Baik,Ada,Tidak Ada,Ada,Nyaman,Tidak,B
65,77,Rendah,Tidak Peduli,Bus,74,Tinggi,Sedang,6,Baik,Kurang,Baik,Sedang,Baik,Tidak Ada,Ada,Ada,Nyaman,Tidak,A
88,77,Sedang,Jauh dari Rumah,Mobil,93,Rendah,Sedang,5,Sedang,Kurang,Baik,Kurang,Baik,Ada,Ada,Ada,Tenang,Tidak,A
76,92,Sedang,Jauh dari Rumah,Bus,79,Sedang,Tinggi,13,Sedang,Baik,Baik,Sedang,Baik,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,C
85,98,Rendah,Jauh dari Rumah,Bus,90,Tinggi,Tinggi,8,Kurang,Sedang,Sedang,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,B
99,78,Sedang,Dekat Rumah,Bus,90,Sedang,Tinggi,19,Sedang,Kurang,Baik,Kurang,Sedang,Ada,Ada,Tidak Ada,Tenang,Ya,A
98,79,Rendah,Jauh dari Rumah,Sepeda,83,Sedang,Tinggi,10,Kurang,Kurang,Baik,Kurang,Baik,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,A
93,72,Tinggi,Dekat Rumah,Sepeda,89,Sedang,Sedang,5,Sedang,Kurang,Baik,Sedang,Sedang,Ada,Ada,Tidak Ada,Ramai,Tidak,B
68,76,Tinggi,Jauh dari Rumah,Mobil,64,Tinggi,Tinggi,2,Kurang,Sedang,Baik,Baik,Baik,Tidak Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,A
77,85,Sedang,Dekat Rumah,Mobil,87,Tinggi,Rendah,11,Baik,Sedang,Kurang,Sedang,Sedang,Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,A
52,82,Rendah,Tidak Peduli,Bus,80,Rendah,Tinggi,8,Baik,Baik,Sedang,Baik,Baik,Ada,Ada,Ada,Nyaman,Tidak,C
82,98,Tinggi,Dekat Rumah,Sepeda,87,Rendah,Tinggi,3,Sedang,Sedang,Baik,Baik,Kurang,Ada,Ada,Tidak Ada,Tenang,Ya,C
75,88,Sedang,Dekat Rumah,Sepeda,90,Tinggi,Sedang,18,Sedang,Sedang,Sedang,Sedang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,C
89,98,Rendah,Dekat Rumah,Mobil,89,Rendah,Rendah,3,Sedang,Kurang,Sedang,Kurang,Kurang,Ada,Ada,Ada,Nyaman,Ya,C
66,74,Sedang,Dekat Rumah,Mobil,61,Tinggi,Rendah,15,Kurang,Sedang,Baik,Sedang,Sedang,Ada,Ada,Tidak Ada,Ramai,Ya,B
97,99,Rendah,Tidak Peduli,Sepeda,64,Rendah,Tinggi,14,Sedang,Kurang,Kurang,Kurang,Baik,Tidak Ada,Ada,Tidak Ada,Nyaman,Ya,B
64,78,Sedang,Jauh dari Rumah,Mobil,61,Sedang,Sedang,9,Kurang,Sedang,Sedang,Kurang,Sedang,Ada,Ada,Ada,Tidak Nyaman,Tidak,A
52,96,Sedang,Tidak Peduli,Sepeda,73,Rendah,Rendah,8,Baik,Baik,Sedang,Sedang,Sedang,Tidak Ada,Ada,Ada,Ramai,Tidak,B
65,81,Sedang,Jauh dari Rumah,Sepeda,93,Tinggi,Rendah,12,Kurang,Kurang,Sedang,Sedang,Kurang,Ada,Ada,Tidak Ada,Ramai,Tidak,C
90,83,Tinggi,Tidak Peduli,Sepeda,81,Sedang,Sedang,10,Kurang,Baik,Baik,Baik,Sedang,Tidak Ada,Tidak Ada,Ada,Ramai,Ya,B
77,93,Sedang,Dekat Rumah,Mobil,79,Rendah,Sedang,2,Kurang,Sedang,Sedang,Kurang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,A
71,99,Sedang,Tidak Peduli,Sepeda,91,Tinggi,Tinggi,1,Kurang,Sedang,Kurang,Kurang,Sedang,Ada,Tidak Ada,Ada,Nyaman,Tidak,B
82,96,Rendah,Tidak Peduli,Mobil,76,Tinggi,Sedang,6,Baik,Baik,Sedang,Kurang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,C
68,93,Tinggi,Tidak Peduli,Bus,73,Sedang,Rendah,6,Sedang,Baik,Kurang,Baik,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,A
75,77,Rendah,Jauh dari Rumah,Mobil,90,Sedang,Sedang,5,Kurang,Baik,Sedang,Sedang,Sedang,Ada,Ada,Ada,Tidak Nyaman,Tidak,B
61,94,Rendah,Tidak Peduli,Sepeda,63,Sedang,Rendah,1,Kurang,Kurang,Kurang,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Ramai,Tidak,C
85,81,Rendah,Dekat Rumah,Bus,61,Sedang,Tinggi,1,Kurang,Baik,Sedang,Baik,Baik,Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,C
86,79,Rendah,Jauh dari Rumah,Bus,89,Rendah,Tinggi,6,Baik,Kurang,Sedang,Kurang,Sedang,Ada,Ada,Tidak Ada,Ramai,Tidak,B
88,80,Tinggi,Tidak Peduli,Sepeda,65,Sedang,Rendah,14,Sedang,Sedang,Sedang,Kurang,Sedang,Ada,Ada,Tidak Ada,Nyaman,Tidak,A
80,74,Rendah,Jauh dari Rumah,Bus,61,Sedang,Tinggi,1,Baik,Kurang,Baik,Kurang,Kurang,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,C
80,94,Rendah,Dekat Rumah,Bus,68,Sedang,Rendah,18,Sedang,Kurang,Baik,Sedang,Kurang,Tidak Ada,Ada,Ada,Tenang,Ya,C
72,77,Sedang,Tidak Peduli,Sepeda,91,Rendah,Sedang,12,Kurang,Baik,Sedang,Sedang,Sedang,Ada,Tidak Ada,Ada,Tenang,Tidak,B
82,81,Sedang,Dekat Rumah,Mobil,71,Tinggi,Rendah,14,Baik,Baik,Baik,Kurang,Kurang,Tidak Ada,Ada,Tidak Ada,Tenang,Ya,C
57,93,Tinggi,Dekat Rumah,Bus,68,Rendah,Sedang,2,Sedang,Sedang,Baik,Kurang,Baik,Tidak Ada,Tidak Ada,Ada,Ramai,Ya,C
54,91,Sedang,Jauh dari Rumah,Mobil,75,Sedang,Rendah,14,Sedang,Sedang,Baik,Sedang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,A
92,92,Tinggi,Tidak Peduli,Mobil,73,Sedang,Sedang,10,Sedang,Baik,Sedang,Baik,Kurang,Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,C
81,89,Sedang,Tidak Peduli,Mobil,87,Tinggi,Sedang,6,Sedang,Kurang,Sedang,Baik,Sedang,Ada,Ada,Ada,Nyaman,Tidak,C
59,89,Sedang,Jauh dari Rumah,Sepeda,74,Tinggi,Rendah,4,Kurang,Sedang,Kurang,Kurang,Baik,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,B
86,82,Tinggi,Tidak Peduli,Mobil,67,Tinggi,Sedang,12,Sedang,Kurang,Sedang,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,B
76,78,Tinggi,Dekat Rumah,Mobil,62,Rendah,Rendah,10,Sedang,Baik,Sedang,Baik,Baik,Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,A
54,84,Tinggi,Tidak Peduli,Sepeda,87,Tinggi,Rendah,8,Sedang,Kurang,Baik,Kurang,Kurang,Tidak Ada,Ada,Tidak Ada,Ramai,Ya,C
87,81,Sedang,Dekat Rumah,Mobil,83,Rendah,Sedang,18,Kurang,Sedang,Sedang,Kurang,Baik,Tidak Ada,Tidak Ada,Ada,Nyaman,Ya,C
58,88,Rendah,Dekat Rumah,Sepeda,72,Sedang,Tinggi,3,Kurang,Sedang,Sedang,Kurang,Kurang,Tidak Ada,Tidak Ada,Ada,Nyaman,Tidak,C
53,78,Tinggi,Dekat Rumah,Bus,90,Tinggi,Tinggi,16,Baik,Kurang,Sedang,Sedang,Sedang,Ada,Tidak Ada,Tidak Ada,Tenang,Ya,C
72,87,Tinggi,Jauh dari Rumah,Mobil,88,Rendah,Tinggi,12,Sedang,Baik,Sedang,Kurang,Kurang,Ada,Tidak Ada,Ada,Nyaman,Ya,A
87,93,Rendah,Jauh dari Rumah,Mobil,74,Rendah,Tinggi,2,Baik,Baik,Kurang,Sedang,Kurang,Ada,Ada,Tidak Ada,Tenang,Ya,B
69,91,Tinggi,Jauh dari Rumah,Bus,75,Sedang,Rendah,11,Sedang,Kurang,Sedang,Kurang,Baik,Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,C
65,73,Tinggi,Tidak Peduli,Bus,62,Rendah,Rendah,17,Baik,Kurang,Sedang,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Ramai,Tidak,B
77,87,Sedang,Tidak Peduli,Mobil,85,Sedang,Sedang,13,Kurang,Kurang,Baik,Kurang,Sedang,Ada,Tidak Ada,Ada,Tenang,Ya,B
78,98,Tinggi,Dekat Rumah,Mobil,62,Rendah,Rendah,18,Kurang,Sedang,Sedang,Sedang,Baik,Tidak Ada,Ada,Ada,Tidak Nyaman,Tidak,B
88,87,Sedang,Tidak Peduli,Sepeda,87,Sedang,Sedang,9,Kurang,Kurang,Kurang,Baik,Kurang,Ada,Ada,Ada,Tidak Nyaman,Tidak,B
92,94,Tinggi,Jauh dari Rumah,Bus,69,Rendah,Sedang,11,Sedang,Kurang,Kurang,Baik,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,C
94,80,Sedang,Jauh dari Rumah,Bus,73,Tinggi,Sedang,7,Sedang,Sedang,Sedang,Sedang,Baik,Ada,Ada,Tidak Ada,Ramai,Ya,C
79,95,Tinggi,Tidak Peduli,Bus,85,Sedang,Tinggi,17,Sedang,Baik,Baik,Kurang,Baik,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,C
72,92,Tinggi,Jauh dari Rumah,Bus,88,Rendah,Sedang,5,Sedang,Kurang,Kurang,Kurang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,A
65,82,Rendah,Tidak Peduli,Bus,74,Rendah,Tinggi,15,Baik,Sedang,Kurang,Baik,Kurang,Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,A
78,78,Tinggi,Jauh dari Rumah,Sepeda,92,Sedang,Tinggi,15,Kurang,Sedang,Kurang,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,A
92,94,Sedang,Dekat Rumah,Sepeda,83,Rendah,Tinggi,17,Kurang,Sedang,Baik,Baik,Sedang,Tidak Ada,Tidak Ada,Ada,Nyaman,Tidak,B
92,93,Tinggi,Dekat Rumah,Sepeda,94,Tinggi,Sedang,11,Kurang,Baik,Baik,Baik,Baik,Ada,Ada,Ada,Tenang,Tidak,A
76,94,Rendah,Jauh dari Rumah,Bus,89,Tinggi,Rendah,16,Baik,Sedang,Sedang,Baik,Baik,Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,B
92,80,Tinggi,Jauh dari Rumah,Mobil,73,Tinggi,Tinggi,3,Sedang,Kurang,Baik,Kurang,Kurang,Ada,Ada,Ada,Ramai,Ya,A
64,86,Sedang,Dekat Rumah,Bus,63,Tinggi,Sedang,15,Baik,Sedang,Kurang,Kurang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,C
90,81,Rendah,Dekat Rumah,Bus,87,Tinggi,Tinggi,2,Baik,Baik,Baik,Sedang,Sedang,Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,B
51,96,Sedang,Tidak Peduli,Mobil,89,Rendah,Rendah,13,Sedang,Sedang,Sedang,Sedang,Sedang,Ada,Ada,Ada,Nyaman,Ya,B
89,70,Sedang,Tidak Peduli,Sepeda,94,Rendah,Sedang,13,Sedang,Kurang,Baik,Kurang,Baik,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,B
77,93,Tinggi,Dekat Rumah,Bus,66,Sedang,Sedang,5,Baik,Sedang,Baik,Kurang,Sedang,Ada,Ada,Tidak Ada,Ramai,Tidak,A
82,75,Tinggi,Tidak Peduli,Bus,85,Tinggi,Sedang,15,Baik,Baik,Baik,Sedang,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,A
75,83,Rendah,Tidak Peduli,Sepeda,83,Tinggi,Sedang,8,Kurang,Sedang,Sedang,Baik,Kurang,Ada,Ada,Tidak Ada,Tenang,Ya,C
84,98,Tinggi,Dekat Rumah,Bus,67,Tinggi,Tinggi,12,Baik,Sedang,Kurang,Baik,Kurang,Ada,Ada,Tidak Ada,Ramai,Tidak,A
54,89,Rendah,Tidak Peduli,Mobil,93,Tinggi,Tinggi,14,Baik,Baik,Baik,Baik,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Tidak,B
65,98,Sedang,Tidak Peduli,Sepeda,85,Rendah,Sedang,2,Kurang,Kurang,Baik,Baik,Kurang,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,A
94,75,Tinggi,Jauh dari Rumah,Bus,94,Sedang,Tinggi,3,Baik,Baik,Baik,Kurang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,A
61,98,Rendah,Tidak Peduli,Sepeda,93,Sedang,Rendah,15,Kurang,Kurang,Baik,Baik,Sedang,Tidak Ada,Ada,Tidak Ada,Ramai,Tidak,C
66,70,Tinggi,Dekat Rumah,Mobil,76,Tinggi,Sedang,18,Baik,Baik,Baik,Sedang,Kurang,Ada,Ada,Tidak Ada,Nyaman,Ya,B
74,81,Rendah,Jauh dari Rumah,Sepeda,63,Sedang,Tinggi,10,Kurang,Sedang,Sedang,Sedang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Nyaman,Ya,B
79,81,Tinggi,Tidak Peduli,Bus,77,Tinggi,Sedang,16,Baik,Sedang,Baik,Sedang,Sedang,Tidak Ada,Ada,Tidak Ada,Nyaman,Ya,C
72,72,Tinggi,Jauh dari Rumah,Mobil,62,Tinggi,Sedang,13,Kurang,Sedang,Baik,Sedang,Sedang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Ya,A
55,93,Tinggi,Dekat Rumah,Bus,92,Sedang,Rendah,12,Baik,Kurang,Sedang,Sedang,Sedang,Tidak Ada,Tidak Ada,Ada,Tenang,Tidak,A
68,87,Tinggi,Tidak Peduli,Bus,83,Rendah,Tinggi,12,Baik,Sedang,Kurang,Sedang,Sedang,Ada,Tidak Ada,Ada,Nyaman,Ya,A
50,95,Tinggi,Dekat Rumah,Mobil,76,Rendah,Tinggi,16,Baik,Sedang,Baik,Kurang,Sedang,Ada,Ada,Tidak Ada,Ramai,Tidak,A
75,71,Sedang,Tidak Peduli,Bus,62,Rendah,Sedang,14,Sedang,Kurang,Kurang,Baik,Baik,Ada,Ada,Ada,Tenang,Tidak,C
86,72,Tinggi,Tidak Peduli,Bus,63,Rendah,Sedang,14,Baik,Baik,Sedang,Sedang,Sedang,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,C
81,94,Tinggi,Tidak Peduli,Mobil,67,Sedang,Tinggi,18,Baik,Kurang,Baik,Sedang,Baik,Tidak Ada,Tidak Ada,Ada,Ramai,Ya,B
78,89,Tinggi,Dekat Rumah,Bus,84,Rendah,Tinggi,8,Kurang,Sedang,Baik,Sedang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,C
72,87,Tinggi,Tidak Peduli,Mobil,93,Tinggi,Tinggi,1,Kurang,Kurang,Baik,Kurang,Baik,Tidak Ada,Ada,Ada,Tenang,Ya,A
77,95,Sedang,Tidak Peduli,Sepeda,84,Rendah,Tinggi,17,Kurang,Kurang,Kurang,Sedang,Baik,Tidak Ada,Ada,Tidak Ada,Nyaman,Ya,A
96,90,Rendah,Tidak Peduli,Bus,67,Tinggi,Rendah,11,Kurang,Kurang,Kurang,Baik,Baik,Ada,Tidak Ada,Ada,Nyaman,Ya,A
70,92,Rendah,Tidak Peduli,Bus,78,Tinggi,Rendah,14,Kurang,Sedang,Kurang,Baik,Sedang,Tidak Ada,Tidak Ada,Ada,Tenang,Ya,C
78,78,Sedang,Dekat Rumah,Bus,72,Rendah,Tinggi,10,Baik,Sedang,Sedang,Baik,Sedang,Tidak Ada,Ada,Ada,Ramai,Tidak,C
82,90,Rendah,Dekat Rumah,Mobil,66,Sedang,Tinggi,18,Baik,Baik,Sedang,Kurang,Baik,Ada,Ada,Ada,Ramai,Ya,C
98,80,Tinggi,Jauh dari Rumah,Sepeda,76,Sedang,Rendah,9,Baik,Baik,Baik,Baik,Sedang,Ada,Ada,Ada,Ramai,Ya,B
54,85,Sedang,Dekat Rumah,Sepeda,88,Rendah,Rendah,1,Kurang,Kurang,Baik,Baik,Baik,Ada,Ada,Ada,Nyaman,Tidak,B
56,86,Sedang,Dekat Rumah,Sepeda,83,Tinggi,Tinggi,12,Kurang,Baik,Kurang,Baik,Sedang,Ada,Tidak Ada,Ada,Tenang,Ya,B
61,75,Rendah,Jauh dari Rumah,Bus,71,Rendah,Sedang,10,Kurang,Baik,Baik,Sedang,Sedang,Tidak Ada,Ada,Ada,Nyaman,Ya,C
72,84,Sedang,Dekat Rumah,Sepeda,89,Sedang,Tinggi,13,Sedang,Kurang,Sedang,Baik,Kurang,Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,C
71,90,Rendah,Tidak Peduli,Sepeda,89,Sedang,Rendah,17,Baik,Baik,Baik,Baik,Sedang,Tidak Ada,Ada,Ada,Tenang,Tidak,C
73,75,Rendah,Jauh dari Rumah,Bus,75,Sedang,Tinggi,6,Kurang,Sedang,Baik,Baik,Sedang,Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,C
66,76,Tinggi,Jauh dari Rumah,Sepeda,60,Tinggi,Tinggi,2,Kurang,Kurang,Sedang,Kurang,Baik,Ada,Ada,Ada,Tenang,Ya,C
66,84,Rendah,Jauh dari Rumah,Sepeda,61,Sedang,Rendah,16,Baik,Baik,Kurang,Kurang,Baik,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,A
75,88,Rendah,Jauh dari Rumah,Sepeda,61,Sedang,Rendah,3,Kurang,Sedang,Kurang,Baik,Kurang,Tidak Ada,Ada,Tidak Ada,Ramai,Tidak,B
84,94,Tinggi,Dekat Rumah,Sepeda,72,Tinggi,Rendah,13,Sedang,Kurang,Kurang,Kurang,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,A
69,74,Sedang,Tidak Peduli,Sepeda,74,Tinggi,Tinggi,9,Baik,Baik,Baik,Sedang,Baik,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,A
93,95,Rendah,Tidak Peduli,Sepeda,66,Tinggi,Sedang,2,Sedang,Baik,Kurang,Baik,Kurang,Tidak Ada,Ada,Ada,Nyaman,Ya,B
67,87,Sedang,Jauh dari Rumah,Bus,69,Tinggi,Tinggi,7,Sedang,Kurang,Sedang,Kurang,Sedang,Tidak Ada,Ada,Tidak Ada,Ramai,Tidak,A
57,99,Sedang,Tidak Peduli,Bus,82,Rendah,Tinggi,1,Baik,Sedang,Kurang,Sedang,Kurang,Tidak Ada,Ada,Ada,Tenang,Tidak,A
65,85,Rendah,Dekat Rumah,Mobil,82,Tinggi,Sedang,1,Sedang,Baik,Kurang,Sedang,Baik,Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,A
79,91,Tinggi,Tidak Peduli,Mobil,72,Tinggi,Tinggi,7,Baik,Kurang,Sedang,Sedang,Baik,Tidak Ada,Ada,Ada,Tenang,Ya,A
72,75,Rendah,Tidak Peduli,Sepeda,61,Rendah,Sedang,18,Baik,Baik,Sedang,Kurang,Sedang,Ada,Ada,Ada,Ramai,Ya,B
74,94,Tinggi,Jauh dari Rumah,Bus,93,Rendah,Tinggi,8,Baik,Sedang,Kurang,Sedang,Sedang,Tidak Ada,Ada,Ada,Nyaman,Ya,C
61,94,Tinggi,Tidak Peduli,Bus,83,Rendah,Tinggi,15,Kurang,Kurang,Kurang,Kurang,Sedang,Ada,Ada,Ada,Tidak Nyaman,Tidak,C
58,83,Sedang,Tidak Peduli,Bus,91,Tinggi,Sedang,17,Baik,Baik,Baik,Kurang,Sedang,Tidak Ada,Tidak Ada,Ada,Ramai,Tidak,C
80,76,Tinggi,Tidak Peduli,Mobil,76,Tinggi,Tinggi,9,Kurang,Baik,Sedang,Sedang,Kurang,Tidak Ada,Ada,Tidak Ada,Tidak Nyaman,Tidak,B
52,88,Sedang,Tidak Peduli,Sepeda,92,Sedang,Rendah,5,Kurang,Kurang,Sedang,Baik,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Tenang,Ya,C
97,98,Tinggi,Tidak Peduli,Sepeda,63,Tinggi,Sedang,9,Baik,Baik,Kurang,Baik,Kurang,Ada,Ada,Ada,Nyaman,Ya,C
67,70,Rendah,Dekat Rumah,Mobil,86,Sedang,Tinggi,6,Kurang,Kurang,Kurang,Kurang,Kurang,Ada,Ada,Ada,Ramai,Ya,C
55,92,Sedang,Dekat Rumah,Mobil,72,Tinggi,Tinggi,14,Baik,Kurang,Baik,Baik,Baik,Ada,Ada,Tidak Ada,Tidak Nyaman,Ya,B
73,91,Sedang,Tidak Peduli,Mobil,74,Sedang,Tinggi,2,Sedang,Sedang,Sedang,Baik,Sedang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Tidak,B
51,94,Rendah,Jauh dari Rumah,Bus,60,Tinggi,Tinggi,6,Kurang,Kurang,Sedang,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Tenang,Tidak,A
62,83,Tinggi,Tidak Peduli,Bus,61,Rendah,Sedang,17,Sedang,Sedang,Sedang,Kurang,Sedang,Ada,Tidak Ada,Tidak Ada,Ramai,Ya,C
94,72,Sedang,Tidak Peduli,Sepeda,64,Tinggi,Tinggi,2,Kurang,Sedang,Kurang,Baik,Kurang,Ada,Tidak Ada,Tidak Ada,Tidak Nyaman,Tidak,B
85,72,Rendah,Tidak Peduli,Sepeda,80,Rendah,Rendah,1,Sedang,Kurang,Kurang,Kurang,Sedang,Tidak Ada,Ada,Ada,Tidak Nyaman,Ya,A
53,93,Sedang,Tidak Peduli,Mobil,83,Tinggi,Tinggi,10,Kurang,Baik,Kurang,Baik,Sedang,Tidak Ada,Tidak Ada,Ada,Nyaman,Tidak,C
55,93,Sedang,Tidak Peduli,Sepeda,72,Rendah,Rendah,18,Baik,Kurang,Baik,Baik,Kurang,Tidak Ada,Tidak Ada,Tidak Ada,Ramai,Ya,A
61,79,Sedang,Tidak Peduli,Mobil,75,Rendah,Rendah,14,Sedang,Sedang,Baik,Kurang,Kurang,Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,C
51,75,Sedang,Tidak Peduli,Sepeda,73,Sedang,Sedang,1,Baik,Sedang,Kurang,Baik,Kurang,Ada,Ada,Tidak Ada,Nyaman,Ya,B
67,92,Rendah,Jauh dari Rumah,Bus,82,Tinggi,Sedang,19,Baik,Sedang,Sedang,Baik,Baik,Ada,Tidak Ada,Ada,Nyaman,Tidak,C
52,70,Rendah,Jauh dari Rumah,Mobil,68,Rendah,Sedang,3,Sedang,Baik,Sedang,Kurang,Baik,Ada,Ada,Ada,Nyaman,Ya,A
87,72,Sedang,Jauh dari Rumah,Mobil,83,Rendah,Rendah,5,Baik,Sedang,Baik,Sedang,Kurang,Ada,Tidak Ada,Ada,Tidak Nyaman,Tidak,A
50,99,Rendah,Tidak Peduli,Sepeda,70,Rendah,Tinggi,7,Baik,Baik,Sedang,Kurang,Sedang,Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,C
98,76,Tinggi,Tidak Peduli,Bus,91,Rendah,Rendah,12,Sedang,Sedang,Sedang,Baik,Sedang,Tidak Ada,Ada,Tidak Ada,Nyaman,Tidak,C
83,79,Rendah,Tidak Peduli,Sepeda,89,Tinggi,Sedang,2,Sedang,Kurang,Sedang,Sedang,Sedang,Ada,Tidak Ada,Ada,Tidak Nyaman,Ya,C
51,91,Rendah,Tidak Peduli,Bus,73,Tinggi,Tinggi,7,Baik,Baik,Kurang,Baik,Kurang,Ada,Ada,Tidak Ada,Ramai,Tidak,B
